Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,5,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,818.0,90.0,66.0,24.0,0.0,73.33333333333333,26.666666666666668,0.0,0.5981395348837208,0.0482690614993434,0.17915198269956117,42.61048090287103,75.5847626830293,173.5696289560376,125.60064516451092,47.96898379152668,1.9285514328448623,1.3955627240501214,0.5329887087947409,96.71142982048605,1.074571442449845,55.71909694234669,0.7567567567567568,28.0,0.20754716981132076,11.0,0.7924528301886793,42.0,0.24324324324324326,9.0,0.717948717948718,0.7567567567567568,0.736842105263158,0.5453301568406947,0.8847526772055074,0.8263197540085933,0.7333333333333333,0.0979787933966596,0.9020212066033404,0.26666666666666666,NaN,0.7333333333333333,NaN,NaN,0.9032966785751634,0.7742453300866251,NaN,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211736.0,79968.0,91.11111111111111,16.018518518518533,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,6,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,63.0,28.0,0.0,69.23076923076923,30.76923076923077,0.0,0.5413966882649388,0.05592331687723441,0.20056014249659132,49.1768395302589,84.24878882192638,177.8517980259796,168.30051016711332,9.551287858866289,1.954415362922853,1.849456155682564,0.10495920724028888,79.3900720728706,0.8724183744271494,44.63832975209715,0.7027027027027027,26.0,0.24074074074074073,13.0,0.7592592592592593,41.0,0.2972972972972973,11.0,0.6666666666666666,0.7027027027027027,0.6842105263157895,0.4585323528228427,0.8323323323323323,0.7586562747759864,0.6923076923076923,0.11122983169362942,0.8887701683063707,0.3076923076923077,NaN,0.6923076923076923,NaN,NaN,0.8706720583403786,0.7298661511457518,NaN,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,82.41758241758242,16.483516483516507,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,6,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,65.0,26.0,0.0,71.42857142857143,28.571428571428573,0.0,0.5694267515923568,0.053152525597497155,0.19506091469902445,46.708550654845006,81.8760757590705,181.52336362034384,179.32124122792388,2.202122392419966,1.994762237586196,1.970563090416746,0.024199147169450177,85.46827181917098,0.9392117782326481,47.083896042124856,0.7837837837837838,29.0,0.24074074074074073,13.0,0.7592592592592593,41.0,0.21621621621621623,8.0,0.6904761904761905,0.7837837837837838,0.7341772151898734,0.5350684096121445,0.8658658658658659,0.8007390474316526,0.7142857142857143,0.10947286559349415,0.8905271344065059,0.2857142857142857,NaN,0.7142857142857143,NaN,NaN,0.8807285068307811,0.7345687473849886,NaN,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,84.61538461538461,15.3846153846154,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,6,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,63.0,28.0,0.0,69.23076923076923,30.76923076923077,0.0,0.5481468345451321,0.05398946056897424,0.1905398127995191,47.64474370781836,80.36054979342077,179.27857109173354,149.7995590966314,29.479011995102127,1.9700941878212477,1.6461490010618836,0.323945186759364,86.61721697442351,0.9518375491694891,48.31431690188064,0.6216216216216216,23.0,0.2222222222222222,12.0,0.7777777777777778,42.0,0.3783783783783784,14.0,0.6571428571428571,0.6216216216216216,0.6388888888888888,0.4032525419791084,0.8428428428428428,0.7608577331342762,0.6923076923076923,0.10159968496682492,0.8984003150331751,0.3076923076923077,NaN,0.6923076923076923,NaN,NaN,0.888831435904748,0.7486563851391097,NaN,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,90.10989010989012,18.315018315018342,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,6,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,62.0,29.0,0.0,68.13186813186813,31.86813186813187,0.0,0.5207917196295624,0.055490408461782555,0.19945862475395051,48.96930366670666,84.1220766975978,179.27857109173354,183.33395466105097,-4.055383569317428,1.9700941878212477,2.0146588424291316,-0.04456465460788382,82.45186495516566,0.9060644500567655,45.99092041679457,0.6756756756756757,25.0,0.25925925925925924,14.0,0.7407407407407407,40.0,0.32432432432432434,12.0,0.6410256410256411,0.6756756756756757,0.6578947368421052,0.41332493775580187,0.8188188188188188,0.6708028650939386,0.6813186813186813,0.11736727700216543,0.8826327229978346,0.31868131868131866,NaN,0.6813186813186813,NaN,NaN,0.8645813822139524,0.6967039593589781,NaN,0.6813186813186813,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,83.51648351648352,15.659340659340684,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,6,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,65.0,26.0,0.0,71.42857142857143,28.571428571428573,0.0,0.5800496982605609,0.04958477048314371,0.18418582592796087,43.755976454618164,77.67735548580428,180.86353359245467,159.5469362669484,21.31659732550628,1.9875113581588426,1.753263035900532,0.23424832225831077,93.15069166769395,1.0236339743702632,51.50330186382029,0.6756756756756757,25.0,0.18518518518518517,10.0,0.8148148148148148,44.0,0.32432432432432434,12.0,0.7142857142857143,0.6756756756756757,0.6944444444444444,0.4952224199743437,0.8598598598598599,0.7393199866161874,0.7142857142857143,0.08736998483448787,0.9126300151655122,0.2857142857142857,NaN,0.7142857142857143,NaN,NaN,0.8916685271220189,0.7345694503358666,NaN,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,86.81318681318682,15.567765567765594,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,6,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,67.0,24.0,0.0,73.62637362637362,26.373626373626372,0.0,0.5966759002770085,0.04780855118403197,0.18309459787163454,41.99451922498186,76.8162753658126,183.71998169469805,150.78818777872556,32.93179391597249,2.0189008977439347,1.6570130525134676,0.36188784523046696,96.8324886176497,1.064093281512634,52.70656339306841,0.8108108108108109,30.0,0.25925925925925924,14.0,0.7407407407407407,40.0,0.1891891891891892,7.0,0.6818181818181818,0.8108108108108109,0.7407407407407407,0.5421364222175807,0.8688688688688688,0.8024465563521509,0.7362637362637363,0.1133198817193345,0.8866801182806654,0.26373626373626374,NaN,0.7362637362637363,NaN,NaN,0.8965374859941989,0.7449009171287899,NaN,0.7362637362637363,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,87.91208791208791,14.926739926739947,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,6,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,64.0,27.0,0.0,70.32967032967034,29.67032967032967,0.0,0.5538405665516616,0.05521372496183202,0.19757685696963762,48.4991445456509,82.8922230765757,183.71998169469805,180.81219566456787,2.9077860301301826,2.0189008977439347,1.9869472051051413,0.03195369263879321,81.72216233691762,0.8980457399661277,44.48191295420537,0.7567567567567568,28.0,0.25925925925925924,14.0,0.7407407407407407,40.0,0.24324324324324326,9.0,0.6666666666666666,0.7567567567567568,0.7088607594936708,0.4901917042898356,0.8348348348348348,0.7432694571355444,0.7032967032967034,0.11541028257854523,0.8845897174214548,0.2967032967032967,NaN,0.7032967032967034,NaN,NaN,0.875076172389051,0.7133625979167411,NaN,0.7032967032967034,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,84.61538461538461,17.948717948717967,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,6,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,58.0,33.0,0.0,63.73626373626374,36.26373626373626,0.0,0.46934087294575005,0.061740978713088514,0.2125936318880628,54.233666787285124,89.19434845408502,182.71998169469805,226.4078163106614,-43.68783461596334,2.0079118867549237,2.4879979814358393,-0.48008609468091584,73.01055863983665,0.8023138312069961,39.9576214723073,0.5945945945945946,22.0,0.25925925925925924,14.0,0.7407407407407407,40.0,0.40540540540540543,15.0,0.6111111111111112,0.5945945945945946,0.6027397260273972,0.33685613830907457,0.8018018018018018,0.6144911749548477,0.6373626373626373,0.12104810121225987,0.8789518987877399,0.3626373626373626,NaN,0.6373626373626373,NaN,NaN,0.8415988100666625,0.6557183194912058,NaN,0.6373626373626373,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,80.21978021978022,17.673992673992696,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,6,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,818.0,90.0,71.0,19.0,0.0,78.88888888888889,21.11111111111111,0.0,0.6791744840525328,0.041746284717659975,0.17155988071896025,36.83350685155953,72.33977832941115,176.18128452967073,127.32593918962583,48.855345340044906,1.9575698281074525,1.4147326576625092,0.5428371704449434,101.8502971318533,1.1316699681317033,57.80994127937617,0.8648648648648649,32.0,0.16981132075471697,9.0,0.8301886792452831,44.0,0.13513513513513514,5.0,0.7804878048780488,0.8648648648648649,0.8205128205128206,0.6867000683585153,0.8903620601733809,0.7739414980789746,0.7888888888888889,0.07810162482815358,0.9218983751718466,0.2111111111111111,NaN,0.7888888888888889,NaN,NaN,0.9117186559014482,0.7593769195497538,NaN,0.7888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211736.0,79968.0,90.0,14.444444444444468,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,6,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,818.0,90.0,67.0,23.0,0.0,74.44444444444444,25.555555555555557,0.0,0.6116322701688556,0.049403910480321625,0.18012100967392616,43.58911135510573,75.94798621703069,177.18128452967073,155.85755931278248,21.32372521688825,1.9686809392185638,1.7317506590309164,0.23693028018764722,91.55997574164006,1.0173330637960007,51.67587309499805,0.8378378378378378,31.0,0.20754716981132076,11.0,0.7924528301886793,42.0,0.16216216216216217,6.0,0.7380952380952381,0.8378378378378378,0.7848101265822786,0.6216334990836032,0.8852626211116777,0.7987975765425676,0.7444444444444445,0.09514236853337987,0.90485763146662,0.25555555555555554,NaN,0.7444444444444445,NaN,NaN,0.8955789779803245,0.7486836917815366,NaN,0.7444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211736.0,79968.0,90.0,15.833333333333355,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,7,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,70.0,21.0,0.0,76.92307692307692,23.076923076923077,0.0,0.6462421325435024,0.04409514906494327,0.16992745845815518,38.95496077340451,71.75444032127817,174.99534992373637,132.50626910349848,42.48908082023789,1.9230258233377624,1.4561128472911922,0.46691297604657017,100.35435869166317,1.102795150457837,57.346871637102346,0.8378378378378378,31.0,0.2037037037037037,11.0,0.7962962962962963,43.0,0.16216216216216217,6.0,0.7380952380952381,0.8378378378378378,0.7848101265822786,0.6248218202567623,0.8893893893893894,0.7869245325446884,0.7692307692307693,0.09179024508578017,0.9082097549142198,0.23076923076923078,NaN,0.7692307692307693,NaN,NaN,0.9061684577459646,0.7626035444919238,NaN,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,90.10989010989012,15.293040293040294,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,7,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,64.0,27.0,0.0,70.32967032967034,29.67032967032967,0.0,0.5620320855614974,0.054379706740629405,0.19340768529267569,47.989129049615045,81.57008079327528,179.27857109173374,183.95956004577863,-4.680988954044892,1.97009418782125,2.021533626876688,-0.05143943905543837,84.52544830587594,0.928851080284351,47.14754685467999,0.6756756756756757,25.0,0.2037037037037037,11.0,0.7962962962962963,43.0,0.32432432432432434,12.0,0.6944444444444444,0.6756756756756757,0.684931506849315,0.4741124454111303,0.8168168168168168,0.6376863290575056,0.7032967032967034,0.0940428101685708,0.9059571898314291,0.2967032967032967,NaN,0.7032967032967034,NaN,NaN,0.860591009171131,0.6861428496007919,NaN,0.7032967032967034,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,84.61538461538461,16.849816849816857,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,7,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,62.0,29.0,0.0,68.13186813186813,31.86813186813187,0.0,0.5305940946282462,0.05600688014423193,0.20051158310276626,49.41929973917437,84.55510201549149,181.27857109173374,180.06030141247768,1.2182696792560535,1.9920722097992718,1.9786846309063482,0.013387578892923665,83.75965893824257,0.9204358125081601,46.20494216928544,0.6486486486486487,24.0,0.2037037037037037,11.0,0.7962962962962963,43.0,0.35135135135135137,13.0,0.6857142857142857,0.6486486486486487,0.6666666666666667,0.44923748097672606,0.8428428428428428,0.6948560374133322,0.6813186813186813,0.09819731016485579,0.9018026898351441,0.31868131868131866,NaN,0.6813186813186813,NaN,NaN,0.8776302622434179,0.699213157914839,NaN,0.6813186813186813,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,84.61538461538461,16.391941391941394,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,7,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,63.0,28.0,0.0,69.23076923076923,30.76923076923077,0.0,0.5471832237426693,0.054865244093170944,0.19526559112832256,48.189302004246414,81.91547492425713,184.13501919397737,164.40640656507776,19.72861262889961,2.0234617493843667,1.806663808407448,0.21679794097691882,83.87164164914127,0.9216663917488052,45.54899009231185,0.7027027027027027,26.0,0.2037037037037037,11.0,0.7962962962962963,43.0,0.2972972972972973,11.0,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.498998998998999,0.8423423423423423,0.729180870529237,0.6923076923076923,0.0968615034962504,0.9031384965037494,0.3076923076923077,NaN,0.6923076923076923,NaN,NaN,0.882020774917003,0.7173453036042788,NaN,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,89.01098901098901,15.384615384615387,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,7,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,62.0,29.0,0.0,68.13186813186813,31.86813186813187,0.0,0.5375854214123008,0.0530290365214909,0.19067525062334964,46.58013762248887,79.99669420939097,183.7199816946985,168.30050115882065,15.419480535877852,2.0189008977439395,1.8494560566903369,0.16944484105360277,88.62409108994615,0.9738911108785291,48.23867838024258,0.6486486486486487,24.0,0.2037037037037037,11.0,0.7962962962962963,43.0,0.35135135135135137,13.0,0.6857142857142857,0.6486486486486487,0.6666666666666667,0.44923748097672606,0.8458458458458459,0.7034701803580861,0.6813186813186813,0.095116189986231,0.9048838100137688,0.31868131868131866,NaN,0.6813186813186813,NaN,NaN,0.8880144981864739,0.7281671735150183,NaN,0.6813186813186813,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,89.01098901098901,17.30769230769231,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,7,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,58.0,33.0,0.0,63.73626373626374,36.26373626373626,0.0,0.469059405940594,0.06251092625356439,0.2092565385900014,54.90892799118158,87.79236568025803,183.7199816946985,218.428466173587,-34.708484478888494,2.0189008977439395,2.4003128150943627,-0.381411917350423,76.0892837124576,0.8361459748621715,41.41589989862995,0.5945945945945946,22.0,0.2777777777777778,15.0,0.7222222222222222,39.0,0.40540540540540543,15.0,0.5945945945945946,0.5945945945945946,0.5945945945945946,0.31681681681681684,0.8043043043043043,0.697419052577657,0.6373626373626373,0.12767329949272493,0.872326700507275,0.3626373626373626,NaN,0.6373626373626373,NaN,NaN,0.8449284564802498,0.6847578924153742,NaN,0.6373626373626373,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,84.61538461538461,17.124542124542128,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,7,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,66.0,25.0,0.0,72.52747252747253,27.47252747252747,0.0,0.5848540145985401,0.0489418717511029,0.18825310919311247,42.990015870733004,78.98049883692843,183.7199816946985,147.07598811582648,36.64399357887203,2.0189008977439395,1.6162196496244667,0.4026812481194728,93.84814206043079,1.0312982644003383,51.08216384235516,0.7567567567567568,28.0,0.25925925925925924,14.0,0.7407407407407407,40.0,0.24324324324324326,9.0,0.6666666666666666,0.7567567567567568,0.7088607594936708,0.4901917042898356,0.8498498498498499,0.7670853059122252,0.7252747252747253,0.11373353555296098,0.8862664644470389,0.27472527472527475,NaN,0.7252747252747253,NaN,NaN,0.8933128170767413,0.7475082110092004,NaN,0.7252747252747253,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,87.91208791208791,15.659340659340659,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,7,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,62.0,29.0,0.0,68.13186813186813,31.86813186813187,0.0,0.5156909524683428,0.055692106293409205,0.2002996835596416,48.91934958278864,84.0345691618367,183.7199816946985,186.9901160207497,-3.270134326051192,2.0189008977439395,2.054836439788458,-0.03593554204451859,81.89658763317439,0.8999625014634548,44.576853795505045,0.7297297297297297,27.0,0.2962962962962963,16.0,0.7037037037037037,38.0,0.2702702702702703,10.0,0.627906976744186,0.7297297297297297,0.675,0.42644723570653026,0.8148148148148148,0.6636661466222916,0.6813186813186813,0.1363885074267391,0.863611492573261,0.31868131868131866,NaN,0.6813186813186813,NaN,NaN,0.8655057059909822,0.693081955113152,NaN,0.6813186813186813,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,84.61538461538461,16.66666666666668,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,7,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,818.0,90.0,65.0,25.0,0.0,72.22222222222223,27.77777777777778,0.0,0.5823278262483756,0.047758905197053086,0.18717218465634206,42.14352911741852,78.93326063480247,174.18128452967096,146.71605311873284,27.465231410938117,1.9353476058852328,1.6301783679859205,0.3051692378993124,90.86778633831788,1.0096420704257543,52.16851315781805,0.7567567567567568,28.0,0.20754716981132076,11.0,0.7924528301886793,42.0,0.24324324324324326,9.0,0.717948717948718,0.7567567567567568,0.736842105263158,0.5453301568406947,0.8954614992350841,0.8610901940320134,0.7222222222222222,0.09773368618493848,0.9022663138150615,0.2777777777777778,NaN,0.7222222222222222,NaN,NaN,0.8976316867207303,0.7682241630379809,NaN,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211736.0,79968.0,86.66666666666667,13.981481481481483,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,7,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,818.0,90.0,66.0,24.0,0.0,73.33333333333333,26.666666666666668,0.0,0.5870770407187917,0.048865188148255176,0.19006096694059646,43.136723643047304,80.18729608816803,173.56962895603783,173.28370342653056,0.28592552950726713,1.9285514328448647,1.9253744825170063,0.0031769503278585237,85.749886530759,0.9527765170084334,49.40373903344459,0.8378378378378378,31.0,0.2641509433962264,14.0,0.7358490566037735,39.0,0.16216216216216217,6.0,0.6888888888888889,0.8378378378378378,0.7560975609756098,0.5645484402214311,0.8505864354920959,0.7383906184606561,0.7333333333333333,0.11744349127187129,0.8825565087281287,0.26666666666666666,NaN,0.7333333333333333,NaN,NaN,0.8759426318175605,0.7086766077993768,NaN,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211736.0,79968.0,82.22222222222223,15.092592592592593,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,8,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,60.0,31.0,0.0,65.93406593406593,34.065934065934066,0.0,0.495709688952449,0.05683732649610062,0.20126182224254538,50.192185190487,84.9481695449044,175.60700549736939,160.73952396273924,14.867481534630144,1.9297473131579053,1.7663683951949367,0.1633789179629686,79.42133732303084,0.8727619486047345,45.22674770182821,0.6216216216216216,23.0,0.24074074074074073,13.0,0.7592592592592593,41.0,0.3783783783783784,14.0,0.6388888888888888,0.6216216216216216,0.6301369863013699,0.38260824067642646,0.8323323323323323,0.7333533895236938,0.6593406593406593,0.11297306837662514,0.887026931623375,0.34065934065934067,NaN,0.6593406593406593,NaN,NaN,0.8671163237706133,0.7183510837438448,NaN,0.6593406593406593,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,85.71428571428571,16.208791208791233,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,8,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,69.0,22.0,0.0,75.82417582417582,24.175824175824175,0.0,0.6257943925233644,0.04675950615951709,0.1809190435361732,41.30470192035064,76.38745518301796,176.41038742301515,149.07966805929516,27.330719363719993,1.9385756859671994,1.638238110541705,0.30033757542549444,92.65999183765723,1.0182416685456839,52.52524706238952,0.8108108108108109,30.0,0.25925925925925924,14.0,0.7407407407407407,40.0,0.1891891891891892,7.0,0.6818181818181818,0.8108108108108109,0.7407407407407407,0.5421364222175807,0.8413413413413413,0.7212870227395365,0.7582417582417582,0.11198995110136634,0.8880100488986334,0.24175824175824176,NaN,0.7582417582417582,NaN,NaN,0.8835219123104948,0.7389008651058003,NaN,0.7582417582417582,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,89.01098901098901,14.926739926739947,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,8,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,67.0,24.0,0.0,73.62637362637362,26.373626373626372,0.0,0.5988980716253444,0.048611502071351016,0.18925294713850288,42.9406503162778,79.90618751478196,176.41038742301515,167.8021134791075,8.608273943907648,1.9385756859671994,1.8439792690011814,0.0945964169660181,87.99218441690391,0.9669470815044385,49.879253541860386,0.7837837837837838,29.0,0.2222222222222222,12.0,0.7777777777777778,42.0,0.21621621621621623,8.0,0.7073170731707317,0.7837837837837838,0.7435897435897435,0.5543935698392068,0.8663663663663663,0.7431262990669557,0.7362637362637363,0.09950584347808131,0.9004941565219187,0.26373626373626374,NaN,0.7362637362637363,NaN,NaN,0.891741622666132,0.7308703638750843,NaN,0.7362637362637363,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,84.61538461538461,15.201465201465226,?,?,?,?
hawks_fillna-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last,8,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,2.02012110511E7,817.0,91.0,67.0,24.0,0.0,73.62637362637362,26.373626373626372,0.0,0.6033418089357065,0.05046840486496862,0.1884939421200117,44.30167552488213,79.02291062655836,186.3915472890624,190.46294595595052,-4.071398666888115,2.048258761418268,2.0929994061093464,-0.044740644691078184,91.41543181000873,1.0045651847253707,49.04483767616272,0.7837837837837838,29.0,0.24074074074074073,13.0,0.7592592592592593,41.0,0.21621621621621623,8.0,0.6904761904761905,0.7837837837837838,0.7341772151898734,0.5350684096121445,0.8628628628628628,0.7911055783058071,0.7362637362637363,0.10671567182723368,0.8932843281727663,0.26373626373626374,NaN,0.7362637362637363,NaN,NaN,0.879185850585445,0.7280037533385025,NaN,0.7362637362637363,0.0,0.0,0.0,0.0,0.0,0.0,313239.0,211555.0,80149.0,84.61538461538461,15.293040293040312,?,?,?,?
